9416,4790,340,A
9390,4731,425,B
9391,4715,420,C
9379,4700,450,D
9402,4642,770,E
9384,4615,870,F
9366,4586,985,G
9337,4554,1140,H
9333,4528,1195,I
9330,4515,1145,J
9334,4490,1120,K
9333,4477,1125,L
9341,4464,1135,M
9382,4460,960,N
9394,4482,900,O
9458,4635,460,Q
