
077, 479, 第一組-350m/稜
064, 467, 第一組-1010m/稜
059, 465, 第一組-1191峰
067, 452, 第一組-1263m/峰
065, 436, 第一組-1450m/露門山
067, 437, 第一組-1400m/營地
